Key,Name,State,Longitude,Latitude,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20
GA-123,Gilmer County,GA,-84.45803,34.69317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,4,4,4,6,7,7,7,7,8,10,10,11,15,18,20,28,31,36,46,54,56,64,68,69,73,73,77,77,83,89,89,95,97,98,100,102,105,105,107,109,111,116,117,123
GA-125,Glascock County,GA,-82.61298,33.22880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GA-127,Glynn County,GA,-81.53811,31.23279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,5,5,5,6,7,8,10,17,18,20,23,27,29,29,29,30,31,32,33,33,38,40,41,44,46,48,49,49,49,51,51,52,51,51,51,55,55,55,58,59,59,59,60,68,71,72,72,73,73,74,75,74,77,76,75,77,79,81,83
GA-129,Gordon County,GA,-84.87296,34.50487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,4,4,5,7,8,9,12,14,14,15,16,18,20,21,21,23,24,25,26,26,28,29,35,39,45,46,49,53,57,64,67,66,70,73,75,81,81,81,85,89,92,113,113,113,116,117,118,120,121,121,122,124,125,124,124,125,127,128,128,132,134,135
GA-131,Grady County,GA,-84.23418,30.87455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,4,5,6,8,15,15,15,15,21,21,25,27,27,31,34,34,40,47,48,48,48,54,58,63,63,64,64,64,63,63,75,80,83,83,83,83,88,88,88,90,90,90,92,92,93,92
GA-133,Greene County,GA,-83.17139,33.57692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,3,7,8,8,9,12,12,15,21,22,23,25,25,25,29,31,34,39,40,42,43,45,45,50,49,51,53,53,54,52,54,54,55,56,54,57,57,55,56,57,57,56,57,58,57,57,57,57,57,60,60,60,62
GA-135,Gwinnett County,GA,-84.02138,33.96044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,4,5,7,7,12,23,23,27,34,45,48,75,102,129,143,158,238,250,282,329,364,408,443,525,565,603,646,675,690,739,815,852,896,1017,1050,1099,1181,1222,1273,1351,1382,1460,1504,1545,1603,1720,1787,1846,1934,1976,2056,2102,2222,2253,2323,2403,2447,2475,2496,2510,2552,2597,2597,2594,2680,2771,2820,2882
GA-137,Habersham County,GA,-83.53095,34.63332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,2,2,2,2,6,8,7,13,14,14,15,28,29,48,64,72,74,99,107,130,149,165,170,171,193,212,231,257,327,344,343,355,362,376,383,386,386,386,386,392,398,400,411,414,420,455,457,470,473
GA-139,Hall County,GA,-83.81897,34.32208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,6,8,9,10,14,19,21,24,31,32,34,66,69,72,79,84,117,131,196,228,238,250,275,279,292,363,374,411,563,607,621,702,720,907,963,1022,1032,1033,1098,1183,1242,1332,1482,1694,1700,1776,1846,1914,1958,1997,2002,2012,2039,2060,2112,2125,2140,2146,2152,2164,2191,2230,2248
GA-141,Hancock County,GA,-82.99767,33.27216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,5,5,6,6,6,7,10,10,11,14,16,17,18,25,37,40,45,51,58,61,64,67,110,117,119,127,128,128,138,140,142,149,149,159,161,170,169,167
GA-143,Haralson County,GA,-85.21006,33.79602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,5,6,7,10,10,10,15,17,15,15,15,16,16,19,19,20,19,20,20,22,23,25,26,26,26,26,27,27,28,27,29,29,29,29,30,31,32,32,32,32,32,33,34,34,34,34,34,34,35,35,36
GA-145,Harris County,GA,-84.90539,32.73710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,4,4,3,5,7,6,7,10,12,15,16,17,19,19,22,23,25,33,35,37,39,45,44,49,55,55,55,56,57,57,59,60,61,61,61,59,60,60,61,62,65,66,67,68,73,74,75,75,74,74,74,75,78
GA-147,Hart County,GA,-82.96568,34.34627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,4,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,6,6,6,6,6,6,6,6,9,9,10,10,11,11,11,12,13,15,15,15,16,17,18,18,19,19,19,19,20,22,24,26,26
GA-149,Heard County,GA,-85.12887,33.29687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,3,3,2,3,3,4,4,5,5,5,5,7,8,7,7,8,9,9,9,9,10,10,9,10,11,11,14,13,14,14,14,14,14,14,15,17,17,17,17,17,17,17,20,23,24
GA-151,Henry County,GA,-84.14815,33.45334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,6,7,7,9,13,13,25,40,50,55,58,78,90,108,125,150,167,178,194,215,225,242,249,260,280,306,321,330,344,353,367,382,384,388,413,419,436,451,464,487,492,492,492,512,520,520,528,546,559,566,593,604,610,614,615,621,628,630,630,627,611,615,623
GA-153,Houston County,GA,-83.66879,32.45802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,5,9,9,12,15,16,29,35,47,53,58,62,64,79,92,103,111,113,115,129,138,142,154,164,164,166,182,185,190,194,204,206,209,215,219,221,223,234,237,242,262,267,274,281,284,283,286,285,291,290,306,314,313,314,318,323,324,335
GA-155,Irwin County,GA,-83.27501,31.60213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,3,3,5,6,6,6,6,9,9,10,11,11,11,12,12,12,13,13,15,15,15,15,15,17,15,15,15,15,15,15,15,15,16,16,18,19,20,21,21,21,21,22,22,22,22,22,22,22,22,22,22,23
GA-157,Jackson County,GA,-83.56815,34.13795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,8,9,11,12,13,15,17,21,23,24,26,26,27,27,32,33,37,46,47,48,55,56,63,69,75,75,73,77,78,84,93,97,108,108,111,116,117,119,122,123,123,124,125,126,126,127,127,127,132,134,137,139
GA-159,Jasper County,GA,-83.68845,33.31536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,4,3,6,5,5,6,6,6,8,9,10,10,14,14,17,18,17,18,19,20,20,20,20,21,22,21,22,23,24,25,25,26,26,26,25,25,25,26,26,26,26,26,26,26,26,26,26
GA-161,Jeff Davis County,GA,-82.63725,31.80406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,5,5,6,7,7,7,9,10,11,11,14,14,15,17,20,20,22,22,22,22,22,24,24,24,24,24,24,24,24,24,24,25,26,26,29
GA-163,Jefferson County,GA,-82.41609,33.05867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,4,4,4,4,6,6,7,7,7,9,11,11,11,11,11,11,12,13,13,14,14,14,14,14,14,15,15,15,16,17,17,17,17,17,17,18,19,22,22,22,22,23,25,26,26
GA-165,Jenkins County,GA,-81.96040,32.79249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,4,7,7,8,8,9,9,10,11,12,12,12,12,12,13,13,14,15,15,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,18,16,16,16,16,16,16,16,16,17
GA-167,Johnson County,GA,-82.66167,32.70211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,6,13,13,14,15,19,19,20,21,24,32,33,33,34,34,37,38,36,36,36,39,39,39,49,51,59,59,63,64,64,64,65,66,66,67,69,70,70,71,71,71,74,82,78,78
GA-169,Jones County,GA,-83.56019,33.02512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,4,5,6,6,6,7,7,7,9,9,11,11,12,14,15,15,16,16,17,20,20,22,24,24,26,26,27,28,28,28,29,29,29,29,31,31,31,31,30,31,30,30,30,30,30,30,30,30,31,32,32
GA-171,Lamar County,GA,-84.14264,33.07842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,3,2,2,4,3,4,7,6,6,7,14,15,14,15,15,15,16,18,20,21,21,21,24,25,27,29,28,31,31,33,33,34,35,37,38,39,40,40,39,39,39,38,39,39,40,40,40,40,41,41,41,41,41,44,44,46
GA-173,Lanier County,GA,-83.06472,31.03829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,7,8,8,8,8,8,8,8,9,9,9,10,10,10,10,10,10,11,11,11,11,11,12,12,12,11,11,12,12
GA-175,Laurens County,GA,-82.92221,32.46325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,5,6,7,7,7,9,12,13,14,14,15,15,15,16,22,25,27,28,28,32,35,35,35,37,39,41,43,43,43,44,46,50,52,52,54,54,54,60,62,64,64,67,68,70,72,77,80,80,82,82,85,86,87,94,94,95,98,94,95
GA-177,Lee County,GA,-84.14324,31.77933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,13,14,16,16,20,25,30,35,37,43,44,89,94,100,115,128,136,147,195,208,212,222,234,239,253,258,264,265,269,272,272,276,277,294,298,297,299,302,307,313,314,318,322,327,328,329,333,338,339,339,339,340,340,343,343,343,344,344,342,341,343,345,340
GA-179,Liberty County,GA,-81.49251,31.82589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,4,5,5,7,7,9,10,13,12,14,15,14,16,17,18,21,26,26,31,32,32,34,34,34,35,35,35,35,35,37,37,37,37,37,38,37,37,39,41,43,43,44,44,44,45,45,45,46,46,47,47,47,60
GA-181,Lincoln County,GA,-82.45024,33.79201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,4,4,5,5,5,5,5,5,6,6,6,8,8,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,15,15
GA-183,Long County,GA,-81.74952,31.75219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,12
GA-185,Lowndes County,GA,-83.27057,30.83569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,4,5,8,7,7,8,8,10,11,12,16,20,20,20,21,24,25,28,35,37,40,44,49,50,56,59,59,65,70,75,77,80,87,95,101,105,122,125,129,131,131,139,146,152,155,156,158,157,162,166,170,173,183,184,185,185,194,196,201,202,202,203,208,209,226,229
GA-187,Lumpkin County,GA,-84.00426,34.57287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,4,4,4,4,4,8,7,7,7,7,9,9,9,9,9,9,9,9,9,11,11,11,20,22,23,24,25,26,28,29,29,29,32,37,40,44,46,63,63,67,69,72,76,76,76,76,76,77,80,82,82,82,82,83,83,88,88
GA-189,McDuffie County,GA,-82.48253,33.47852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,4,5,5,6,8,13,16,18,19,20,22,25,30,30,31,35,37,37,37,37,37,39,39,43,43,44,44,44,45,45,45,45,47,49,50,50,50,50,51,51,52,53,53,53,55,55,55,55,57,60
GA-191,McIntosh County,GA,-81.40163,31.49684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,5,6,6,7,7,7,8,9,9,9,10,10,10,11,11,11
GA-193,Macon County,GA,-84.04234,32.35207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,4,4,4,8,11,15,18,19,21,25,47,47,39,44,47,49,53,55,59,66,67,68,70,73,75,75,79,81,81,81,81,81,81,81,81,82,85,84,85,88,89,90,90,91,93,93,95,94
GA-195,Madison County,GA,-83.21219,34.12921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,3,3,3,3,4,5,7,7,7,9,9,10,9,10,10,10,12,13,14,14,14,14,15,16,18,19,21,23,22,22,23,24,24,24,24,25,26,27,27,28,28,29,29,29,29,29,29,29,29,29,29,30,32,32
GA-197,Marion County,GA,-84.52734,32.34834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,5,7,9,10,10,10,17,17,17,24,26,28,29,29,33,34,35,38,38,40,40,42,42,42,42,42,39,37,37,37,39,39,40,40,40,38,38,39,39,40,46,47,47,48
GA-199,Meriwether County,GA,-84.68860,33.04164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,5,6,6,7,9,10,10,11,13,17,18,18,18,22,23,23,24,26,29,39,40,42,46,47,48,49,49,49,49,49,53,54,54,54,54,54,56,57,59,61,62,65,65,66,66,68,72,73,72,72,70,70,73,76
GA-201,Miller County,GA,-84.73151,31.16569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,4,4,4,4,4,4,5,10,10,14,15,12,9,10,10,10,12,15,15,20,20,20,22,23,23,24,26,24,28,29,29,29,31,33,33,33,33,32,32,30,30,31,32,32,34,34,35,36,38,38,37,36,36,36,37
GA-205,Mitchell County,GA,-84.19382,31.22483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,14,14,15,15,31,38,39,43,52,53,56,90,108,116,131,135,136,147,164,172,183,203,212,213,210,214,280,290,288,288,290,293,293,306,310,318,319,319,326,331,336,340,341,350,352,352,357,381,387,388,388,388,389,394,396,399
GA-207,Monroe County,GA,-83.92097,33.01429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,3,3,3,4,6,6,6,7,9,10,13,12,12,12,12,12,12,13,13,14,15,15,15,15,15,15,18,19,19,20,22,22,23,23,24,24,24,25,30,33,34,34,34,34,35,44,44,45,47,95,95,95,102,108,113
GA-209,Montgomery County,GA,-82.53527,32.17201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,4,4,4,4,5,5,5,8,8,8,8,8,8,8
GA-211,Morgan County,GA,-83.49129,33.59232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,5,8,12,12,14,14,14,14,15,15,17,19,21,21,22,22,23,25,25,25,23,25,24,28,28,27,27,28,29,30,30,30,30,32,33,33,33,33,33,33,33,33,34,34,34,34
GA-213,Murray County,GA,-84.74993,34.78898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,5,6,7,9,9,10,11,11,12,12,14,14,15,16,17,16,18,18,18,18,19,19,19,22,24,24,25,27,29,31,32,33,33,34,34,35,41,45,46,47,47,50,53,55,59,60,60,61,64,66,69
GA-215,Muscogee County,GA,-84.87142,32.50932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,4,5,8,8,8,12,20,21,25,30,33,36,40,53,57,98,127,144,146,161,175,177,192,207,211,219,229,234,244,256,259,270,275,283,291,294,303,316,320,328,337,342,348,354,363,364,371,377,391,398,411,424,424,424,440,451,456,487
GA-217,Newton County,GA,-83.84547,33.55515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,3,4,4,4,4,5,7,10,15,15,17,18,31,32,36,40,43,55,62,65,67,67,73,77,79,91,100,104,115,121,121,128,139,139,146,153,158,166,167,173,181,188,196,200,205,208,215,222,232,236,240,252,258,260,261,262,263,262,261,259,264,266,275,280
GA-219,Oconee County,GA,-83.43680,33.83750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,5,5,7,10,10,11,11,15,17,18,19,22,24,24,32,33,33,35,36,38,39,42,43,45,48,48,50,51,53,53,54,54,55,53,57,58,59,64,66,65,65,65,67,67,67,66,66,67,66,66,66,80,80,80,79,80,81,82,103
GA-221,Oglethorpe County,GA,-83.08278,33.87863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,11,12,12,13,19,19,31,32,32,32,34,34,37,36,48,48,47,48,48,49,48,49,50,50,50,52,51,53,56,56,56,56,56,56,55,55,55,55,55,56,56,56
