Key,Name,State,Longitude,Latitude,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20
VA-109,Louisa County,VA,-77.96275,37.97850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,5,6,6,8,9,12,12,12,13,14,14,14,16,17,20,25,25,27,27,29,30,33,33,33,33,35,37,38,38,39,40,41,41,41,43,45,46,46,49,50,50,51,53,55,55,56,56,59,59,59,59,59,60,60,61,64
VA-111,Lunenburg County,VA,-78.24133,36.94619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,6,6,6,6,6,7,7,7,7,7,7,7
VA-113,Madison County,VA,-78.28220,38.41531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,3,3,3,3,2,2,3,4,4,5,5,5,6,6,6,7,8,8,8,8,8,8,12,12,14,14,14,14,14,14,14,14,14,15,15,16,17,18,18,20,20,21,21,21,22,23,23,24,24,24,27,27,27
VA-115,Mathews County,VA,-76.34099,37.44164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5
VA-117,Mecklenburg County,VA,-78.36131,36.67882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,4,4,4,4,4,4,5,7,8,12,12,12,16,25,48,53,55,57,57,57,61,62,64,65,65,68,69,71,74,85,94,98,100,100,100,103,104,106,106,106,107,109,111,118,122,134,138,138,146,152,164,167,169,178,178,185
VA-119,Middlesex County,VA,-76.55065,37.63192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,8,7,7,7,7,7,7,7,10,10,10,10,10,10,11,11,12,12,12,12,12,12
VA-121,Montgomery County,VA,-80.37869,37.17747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,6,6,7,16,16,17,18,31,32,32,33,34,34,40,42,42,44,48,50,50,50,51,51,54,54,55,56,56,56,56,59,61,61,61,61,64,65,66,66,66,66,66,66,66,66,66,66,67
VA-125,Nelson County,VA,-78.88499,37.78790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,7,8,8,8,8,9,9,9,9,10,10,10,10,12,12,12,12,12,12,12,13,13,13
VA-127,New Kent County,VA,-76.99829,37.50694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,6,8,9,12,12,11,11,13,12,12,13,15,16,16,17,17,17,18,20,20,20,20,20,20,20,21,23,23,23,23,25,26,26,26,26,26,26,26,26,26,28,28,26,26,26,26,27,27,26
VA-131,Northampton County,VA,-75.87752,37.34063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,5,5,7,7,7,8,12,15,20,24,28,35,36,64,82,94,134,139,140,143,149,149,159,163,170,171,174,184,193,196,198,198,204,205,206
VA-133,Northumberland County,VA,-76.41950,37.89202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,5,6,6,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,10,10,10,11,15,15,17,18,18,20,21,21
VA-135,Nottoway County,VA,-78.05066,37.14360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,5,5,5,5,5,5,6,8,8,8,8,8,10,11,11,11,11,12,12,13,13,13,14,14,14,14,14,14,14,14,14,14,14,16,16,16,18,18,18,19
VA-137,Orange County,VA,-78.01560,38.24530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,4,4,4,5,5,5,7,7,9,14,13,13,14,15,17,18,19,20,20,21,21,22,22,22,25,26,26,27,27,31,36,37,37,39,41,42,43,43,44,46,47,48,50,50,51,53,56,60,67,69,73
VA-139,Page County,VA,-78.48797,38.61807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,3,5,5,6,6,6,6,6,7,10,13,13,14,14,16,22,30,82,84,87,89,91,100,104,107,109,113,113,120,122,123,128,128,129,129,140,143,145,158,161,161,165,166,166
VA-141,Patrick County,VA,-80.28656,36.68016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,5,6,6,6,6,6,8,9,10,12
VA-143,Pittsylvania County,VA,-79.39731,36.81980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,5,6,6,6,6,7,9,11,11,11,11,11,11,12,13,13,14,14,15,16,17,17,17,17,17,17,17,17,17,18,23,24,24,26,26,26
VA-145,Powhatan County,VA,-77.91268,37.55016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,7,9,9,8,8,9,9,9,11,11,11,11,12,13,14,14,15,15,15,16,17,18,18,18,18,21,22,23,23,24,24,24,25,25,26
VA-147,Prince Edward County,VA,-78.43598,37.22555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,5,8,9,13,13,15,15,17,17,17,17,19,19,29,34,37,41,41,41,46,49,51,55,55,55,58,62,63,65,66,66,66,68,69,72,72,73,73,77,83,86,99
VA-149,Prince George County,VA,-77.22922,37.18498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,7,8,8,10,16,18,18,21,24,25,26,26,26,27,27,27,26,28,28,28,28,28,28,29,29,30,30,31,31,33,33,34,35,35,40,40,40,42,42,42,44,45,45,46,48,49,49,49,52,56,56,56
VA-153,Prince William County,VA,-77.48497,38.71720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,4,11,12,14,18,18,23,32,36,44,60,78,87,103,116,130,146,175,191,214,260,288,329,373,434,433,485,570,603,660,737,803,860,919,1008,1075,1192,1291,1382,1468,1568,1677,1783,1922,2071,2234,2374,2507,2608,2715,2836,2943,3022,3241,3554,3647,3792,4036,4130,4320,4447,4585,4816,4960,5149
VA-155,Pulaski County,VA,-80.71230,37.06475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,4,4,4,4,4,4,5,8,8,8,8,8,9,9,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10
VA-157,Rappahannock County,VA,-78.15827,38.68296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,5,5,6,6,6,6,6,7,6,7,8,10,10,10,10,11,12,12,12,12,12,12
VA-159,Richmond County,VA,-76.72921,37.93758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,3,5,5,5,5,7,7,7,8,8,9,9,53,53,66,66,79,89,132,141,143,144,142,143,145,145,143,144,187,187,188,189,190,200,200,203,201,204,261,263,265,263,263
VA-161,Roanoke County,VA,-80.01012,37.27544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,8,9,10,14,14,16,16,17,21,24,25,30,31,35,40,42,42,47,50,50,52,54,56,66,70,80,80,81,85,88,120,150,159,160,164,165,170,173,178,183,186,186,217,219,228,235,235,236,237,246,256,256,257
VA-163,Rockbridge County,VA,-79.44606,37.81204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,8,8,8,8,9,9,9,9,11,11,10,11,11,11,13,13,12
VA-165,Rockingham County,VA,-78.87430,38.46412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,4,5,6,9,9,9,11,11,19,26,33,37,41,42,43,56,60,88,123,124,136,151,168,188,297,333,336,358,386,463,509,531,554,555,576,622,631,666,705,729,743,766,807,846,862,894,917,923,943,948,980,996,1008,1018,1021,1030,1048,1089,1129
VA-167,Russell County,VA,-82.10095,36.93028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8
VA-169,Scott County,VA,-82.60172,36.71466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,4,4,4,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
VA-171,Shenandoah County,VA,-78.56814,38.85905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,6,7,8,9,10,10,12,13,13,13,15,15,16,17,17,23,27,28,33,39,39,41,45,53,58,65,72,74,78,79,95,108,120,134,145,149,165,190,213,236,242,245,250,260,271,278,285,297,303,319,329,345,355
VA-173,Smyth County,VA,-81.53345,36.84456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,3,5,8,9,9,9,11,11,11,11,11,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,15,15,15,15,15,15,15,15,15
VA-175,Southampton County,VA,-77.10643,36.72231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,4,5,5,5,5,5,5,5,5,5,5,6,6,6,7,9,16,17,18,19,71,75,75,115,115,115,115,125,125,125,127,127,128,128,128,129,131,131,131,131,132,134,135,135,135,137,137,137,138
VA-177,Spotsylvania County,VA,-77.65540,38.18574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,6,7,8,9,11,18,24,26,29,31,36,43,47,50,51,56,60,62,69,72,74,77,79,83,94,97,101,107,119,126,131,143,155,174,186,195,206,223,230,233,239,248,257,261,270,282,291,304,312,319,339,351,366
VA-179,Stafford County,VA,-77.45917,38.41759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,5,6,6,6,11,11,11,11,20,24,28,27,29,38,41,43,49,48,54,60,67,72,87,95,108,120,128,143,152,161,164,170,180,193,198,213,218,221,225,240,251,262,271,288,308,321,334,344,354,374,384,396,413,426,442,458,467,484,501,514,540
VA-181,Surry County,VA,-76.88450,37.11782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6
VA-183,Sussex County,VA,-77.25791,36.92433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,4,5,6,6,8,8,8,8,8,10,9,11,11,11,12,23,23,25,28,28,28,30,30,30,31,31,31,31,32,32,32,32,32,32,33,34,38,38,53,67,80,80,91,98,99,100
VA-185,Tazewell County,VA,-81.56686,37.12191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7,7,6,6,6,6,6,6,6,6,6
VA-187,Warren County,VA,-78.20280,38.90848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3,4,4,4,5,6,8,9,10,15,15,17,19,20,21,22,24,24,24,26,27,30,36,42,43,44,47,51,52,57,61,61,63,68,71,75,78,82,85,86,87,88,90,94,96,99,99,103,105,110
VA-191,Washington County,VA,-81.95666,36.72342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,3,3,5,5,10,12,15,17,24,24,28,28,27,27,28,27,29,29,29,29,30,30,30,34,34,34,36,36,38,39,39,39,40,41,41,42,42,49,49,48,49,49,49,49,49,49,50,50,51
VA-193,Westmoreland County,VA,-76.80213,38.11022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,5,5,8,8,8,8,8,8,9,9,10,10,10,10,12,14,14,17,20,20,21,22,21,23,25,26,31,30,31,33,35,37,38,38,41,42,42,42,42,42,42,43,42,43
VA-195,Wise County,VA,-82.62437,36.97146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,4,5,8,8,8,13,14,15,18,17,19,20,20,20,20,22,22,22,22,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,26
VA-197,Wythe County,VA,-81.07834,36.91582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,3,3,6,6,7,7,7,7,7,7,7,8,8,10,10,10,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,13,13,13,14,15,15,15,16,16,16,16,16,16
VA-199,York County,VA,-76.54413,37.24375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,5,5,6,8,9,9,9,9,11,14,16,17,17,19,20,21,25,25,25,25,27,29,33,35,35,37,38,38,44,44,43,43,43,43,44,44,44,45,45,46,46,46,47,47,48,50,51,55,55,56,57,59,60,61,62,62,62,63,63,63,65
VA-510,Alexandria city,VA,-77.08183,38.81400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,3,5,5,6,8,9,14,18,20,25,26,30,32,33,56,68,74,93,126,143,149,174,188,198,235,247,254,275,321,354,383,421,462,474,512,547,575,591,627,653,700,754,802,848,899,940,983,1022,1060,1110,1142,1193,1224,1240,1305,1349,1396,1460,1476,1510,1544,1577,1627
VA-520,Bristol city,VA,-82.16359,36.61630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4
VA-530,Buena Vista city,VA,-79.35296,37.73485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,9,11,11,12
VA-550,Chesapeake city,VA,-76.30546,36.67670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,5,7,17,18,23,31,39,50,65,72,77,80,99,101,109,115,121,126,136,140,143,147,154,162,166,176,180,186,197,200,208,214,220,232,242,256,263,279,284,293,306,311,316,325,328,340,343,354,362,379,380,384,387,396,401,412
VA-570,Colonial Heights city,VA,-77.39610,37.26421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,6,6,10,16,17,18,19,23,23,26,36,37,41,41,43,45,45,47,49,54,54,57,57,57,58,62,64,65,65,66,66,67,71,73,74,76,76,76,77,80,82
VA-590,Danville city,VA,-79.40396,36.58022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,4,5,4,4,4,7,9,12,12,13,15,15,19,20,20,20,21,22,22,22,22,24,27,28,29,29,31,31,32,33,33,33,34,35,35,37,37,37,37,38,38,39,39,38,39,41,41,43,43,44,44,44,44,45,45
VA-610,Falls Church city,VA,-77.17561,38.88485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,24,24,25,25,24,26,26,26,26,26,26,26,26,35,36,36,36,36,37,37,37,37,37,39,39,40,42,44,44,44,44,46
